row_id,sample_id,split,homonym,judged_meaning,precontext,sentence,ending,example_sentence,choices_json,nonsensical_json,average,stdev,has_ending,story_text,meaning_text,model_input
1006,2069,train,hot,used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning,"John paced nervously outside the conference room. The quarterly results had been disappointing, and tensions were high. As the team gathered, everyone sensed the mounting pressure.","The meeting was intense, and it was getting hot in the room.",,The soup is too hot to eat.,"[4, 3, 4, 5, 2]","[false, false, false, false, false]",3.6,1.140175425099138,False,"Precontext: John paced nervously outside the conference room. The quarterly results had been disappointing, and tensions were high. As the team gathered, everyone sensed the mounting pressure. Ambiguous sentence: The meeting was intense, and it was getting hot in the room. Ending: NO_ENDING",Homonym: hot. Candidate meaning: used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning. Example sentence for this meaning: The soup is too hot to eat.,"Precontext: John paced nervously outside the conference room. The quarterly results had been disappointing, and tensions were high. As the team gathered, everyone sensed the mounting pressure. Ambiguous sentence: The meeting was intense, and it was getting hot in the room. Ending: NO_ENDING [SEP] Homonym: hot. Candidate meaning: used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning. Example sentence for this meaning: The soup is too hot to eat."
1007,2070,train,hot,extended meanings; especially of psychological heat; marked by intensity or vehemence especially of passion or enthusiasm,"John paced nervously outside the conference room. The quarterly results had been disappointing, and tensions were high. As the team gathered, everyone sensed the mounting pressure.","The meeting was intense, and it was getting hot in the room.",,Her hot temper flared during the meeting.,"[4, 3, 4, 4, 1]","[false, false, false, false, false]",3.2,1.3038404810405297,False,"Precontext: John paced nervously outside the conference room. The quarterly results had been disappointing, and tensions were high. As the team gathered, everyone sensed the mounting pressure. Ambiguous sentence: The meeting was intense, and it was getting hot in the room. Ending: NO_ENDING",Homonym: hot. Candidate meaning: extended meanings; especially of psychological heat; marked by intensity or vehemence especially of passion or enthusiasm. Example sentence for this meaning: Her hot temper flared during the meeting.,"Precontext: John paced nervously outside the conference room. The quarterly results had been disappointing, and tensions were high. As the team gathered, everyone sensed the mounting pressure. Ambiguous sentence: The meeting was intense, and it was getting hot in the room. Ending: NO_ENDING [SEP] Homonym: hot. Candidate meaning: extended meanings; especially of psychological heat; marked by intensity or vehemence especially of passion or enthusiasm. Example sentence for this meaning: Her hot temper flared during the meeting."
1008,2905,train,conviction,an unshakable belief in something without need for proof or evidence,"Mia stood in the crowded courtroom, her heartbeat echoing in her ears. She had always believed in the power of truth and justice. Today, however, she found herself at the center of both scrutiny and support.",The man questioned Mia's conviction.,"She stood firm, her belief in justice unbroken.",Her conviction in justice remained unshaken.,"[5, 3, 3, 3, 3]","[false, false, false, false, false]",3.4,0.8944271909999159,True,"Precontext: Mia stood in the crowded courtroom, her heartbeat echoing in her ears. She had always believed in the power of truth and justice. Today, however, she found herself at the center of both scrutiny and support. Ambiguous sentence: The man questioned Mia's conviction. Ending: She stood firm, her belief in justice unbroken.",Homonym: conviction. Candidate meaning: an unshakable belief in something without need for proof or evidence. Example sentence for this meaning: Her conviction in justice remained unshaken.,"Precontext: Mia stood in the crowded courtroom, her heartbeat echoing in her ears. She had always believed in the power of truth and justice. Today, however, she found herself at the center of both scrutiny and support. Ambiguous sentence: The man questioned Mia's conviction. Ending: She stood firm, her belief in justice unbroken. [SEP] Homonym: conviction. Candidate meaning: an unshakable belief in something without need for proof or evidence. Example sentence for this meaning: Her conviction in justice remained unshaken."
1009,2906,train,conviction,(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed,"Mia stood in the crowded courtroom, her heartbeat echoing in her ears. She had always believed in the power of truth and justice. Today, however, she found herself at the center of both scrutiny and support.",The man questioned Mia's conviction.,"She stood firm, her belief in justice unbroken.",Her conviction was upheld on appeal.,"[1, 4, 5, 2, 3]","[false, false, false, false, false]",3.0,1.5811388300841898,True,"Precontext: Mia stood in the crowded courtroom, her heartbeat echoing in her ears. She had always believed in the power of truth and justice. Today, however, she found herself at the center of both scrutiny and support. Ambiguous sentence: The man questioned Mia's conviction. Ending: She stood firm, her belief in justice unbroken.",Homonym: conviction. Candidate meaning: (criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed. Example sentence for this meaning: Her conviction was upheld on appeal.,"Precontext: Mia stood in the crowded courtroom, her heartbeat echoing in her ears. She had always believed in the power of truth and justice. Today, however, she found herself at the center of both scrutiny and support. Ambiguous sentence: The man questioned Mia's conviction. Ending: She stood firm, her belief in justice unbroken. [SEP] Homonym: conviction. Candidate meaning: (criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed. Example sentence for this meaning: Her conviction was upheld on appeal."
1010,2907,train,conviction,an unshakable belief in something without need for proof or evidence,"Mia stood in the crowded courtroom, her heartbeat echoing in her ears. She had always believed in the power of truth and justice. Today, however, she found herself at the center of both scrutiny and support.",The man questioned Mia's conviction.,"It was his job to do so, of course, but it didn't mean he was right.",Her conviction in justice remained unshaken.,"[5, 5, 3, 4, 5]","[false, false, false, false, false]",4.4,0.8944271909999159,True,"Precontext: Mia stood in the crowded courtroom, her heartbeat echoing in her ears. She had always believed in the power of truth and justice. Today, however, she found herself at the center of both scrutiny and support. Ambiguous sentence: The man questioned Mia's conviction. Ending: It was his job to do so, of course, but it didn't mean he was right.",Homonym: conviction. Candidate meaning: an unshakable belief in something without need for proof or evidence. Example sentence for this meaning: Her conviction in justice remained unshaken.,"Precontext: Mia stood in the crowded courtroom, her heartbeat echoing in her ears. She had always believed in the power of truth and justice. Today, however, she found herself at the center of both scrutiny and support. Ambiguous sentence: The man questioned Mia's conviction. Ending: It was his job to do so, of course, but it didn't mean he was right. [SEP] Homonym: conviction. Candidate meaning: an unshakable belief in something without need for proof or evidence. Example sentence for this meaning: Her conviction in justice remained unshaken."
1011,2908,train,conviction,(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed,"Mia stood in the crowded courtroom, her heartbeat echoing in her ears. She had always believed in the power of truth and justice. Today, however, she found herself at the center of both scrutiny and support.",The man questioned Mia's conviction.,"It was his job to do so, of course, but it didn't mean he was right.",Her conviction was upheld on appeal.,"[2, 5, 1, 2, 4]","[false, false, false, false, false]",2.8,1.6431676725154984,True,"Precontext: Mia stood in the crowded courtroom, her heartbeat echoing in her ears. She had always believed in the power of truth and justice. Today, however, she found herself at the center of both scrutiny and support. Ambiguous sentence: The man questioned Mia's conviction. Ending: It was his job to do so, of course, but it didn't mean he was right.",Homonym: conviction. Candidate meaning: (criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed. Example sentence for this meaning: Her conviction was upheld on appeal.,"Precontext: Mia stood in the crowded courtroom, her heartbeat echoing in her ears. She had always believed in the power of truth and justice. Today, however, she found herself at the center of both scrutiny and support. Ambiguous sentence: The man questioned Mia's conviction. Ending: It was his job to do so, of course, but it didn't mean he was right. [SEP] Homonym: conviction. Candidate meaning: (criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed. Example sentence for this meaning: Her conviction was upheld on appeal."
1012,2909,train,conviction,an unshakable belief in something without need for proof or evidence,"Mia stood in the crowded courtroom, her heartbeat echoing in her ears. She had always believed in the power of truth and justice. Today, however, she found herself at the center of both scrutiny and support.",The man questioned Mia's conviction.,,Her conviction in justice remained unshaken.,"[3, 4, 3, 4, 4]","[false, false, false, false, false]",3.6,0.5477225575051661,False,"Precontext: Mia stood in the crowded courtroom, her heartbeat echoing in her ears. She had always believed in the power of truth and justice. Today, however, she found herself at the center of both scrutiny and support. Ambiguous sentence: The man questioned Mia's conviction. Ending: NO_ENDING",Homonym: conviction. Candidate meaning: an unshakable belief in something without need for proof or evidence. Example sentence for this meaning: Her conviction in justice remained unshaken.,"Precontext: Mia stood in the crowded courtroom, her heartbeat echoing in her ears. She had always believed in the power of truth and justice. Today, however, she found herself at the center of both scrutiny and support. Ambiguous sentence: The man questioned Mia's conviction. Ending: NO_ENDING [SEP] Homonym: conviction. Candidate meaning: an unshakable belief in something without need for proof or evidence. Example sentence for this meaning: Her conviction in justice remained unshaken."
1013,2910,train,conviction,(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed,"Mia stood in the crowded courtroom, her heartbeat echoing in her ears. She had always believed in the power of truth and justice. Today, however, she found herself at the center of both scrutiny and support.",The man questioned Mia's conviction.,,Her conviction was upheld on appeal.,"[3, 3, 2, 3, 3]","[false, false, false, false, false]",2.8,0.4472135954999579,False,"Precontext: Mia stood in the crowded courtroom, her heartbeat echoing in her ears. She had always believed in the power of truth and justice. Today, however, she found herself at the center of both scrutiny and support. Ambiguous sentence: The man questioned Mia's conviction. Ending: NO_ENDING",Homonym: conviction. Candidate meaning: (criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed. Example sentence for this meaning: Her conviction was upheld on appeal.,"Precontext: Mia stood in the crowded courtroom, her heartbeat echoing in her ears. She had always believed in the power of truth and justice. Today, however, she found herself at the center of both scrutiny and support. Ambiguous sentence: The man questioned Mia's conviction. Ending: NO_ENDING [SEP] Homonym: conviction. Candidate meaning: (criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed. Example sentence for this meaning: Her conviction was upheld on appeal."
1014,3049,train,conviction,an unshakable belief in something without need for proof or evidence,"They always believed that honesty was the best policy, no matter what. Last year, they faced a challenge that tested their integrity. Even after everything, the outcome was not what they expected.","Despite their conviction, their life didn't change.",She still believed in the justice system.,Her conviction in justice remained unshaken.,"[5, 5, 2, 4, 1]","[false, false, false, false, false]",3.4,1.816590212458495,True,"Precontext: They always believed that honesty was the best policy, no matter what. Last year, they faced a challenge that tested their integrity. Even after everything, the outcome was not what they expected. Ambiguous sentence: Despite their conviction, their life didn't change. Ending: She still believed in the justice system.",Homonym: conviction. Candidate meaning: an unshakable belief in something without need for proof or evidence. Example sentence for this meaning: Her conviction in justice remained unshaken.,"Precontext: They always believed that honesty was the best policy, no matter what. Last year, they faced a challenge that tested their integrity. Even after everything, the outcome was not what they expected. Ambiguous sentence: Despite their conviction, their life didn't change. Ending: She still believed in the justice system. [SEP] Homonym: conviction. Candidate meaning: an unshakable belief in something without need for proof or evidence. Example sentence for this meaning: Her conviction in justice remained unshaken."
1015,3050,train,conviction,(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed,"They always believed that honesty was the best policy, no matter what. Last year, they faced a challenge that tested their integrity. Even after everything, the outcome was not what they expected.","Despite their conviction, their life didn't change.",She still believed in the justice system.,Her conviction was upheld on appeal.,"[2, 3, 4, 4, 4]","[false, false, false, false, false]",3.4,0.8944271909999159,True,"Precontext: They always believed that honesty was the best policy, no matter what. Last year, they faced a challenge that tested their integrity. Even after everything, the outcome was not what they expected. Ambiguous sentence: Despite their conviction, their life didn't change. Ending: She still believed in the justice system.",Homonym: conviction. Candidate meaning: (criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed. Example sentence for this meaning: Her conviction was upheld on appeal.,"Precontext: They always believed that honesty was the best policy, no matter what. Last year, they faced a challenge that tested their integrity. Even after everything, the outcome was not what they expected. Ambiguous sentence: Despite their conviction, their life didn't change. Ending: She still believed in the justice system. [SEP] Homonym: conviction. Candidate meaning: (criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed. Example sentence for this meaning: Her conviction was upheld on appeal."
1016,3051,train,conviction,an unshakable belief in something without need for proof or evidence,"They always believed that honesty was the best policy, no matter what. Last year, they faced a challenge that tested their integrity. Even after everything, the outcome was not what they expected.","Despite their conviction, their life didn't change.","The judge had let them off lightly, meaning they didn't need to serve any jail time.",Her conviction in justice remained unshaken.,"[1, 5, 2, 1, 1]","[false, false, false, false, false]",2.0,1.7320508075688772,True,"Precontext: They always believed that honesty was the best policy, no matter what. Last year, they faced a challenge that tested their integrity. Even after everything, the outcome was not what they expected. Ambiguous sentence: Despite their conviction, their life didn't change. Ending: The judge had let them off lightly, meaning they didn't need to serve any jail time.",Homonym: conviction. Candidate meaning: an unshakable belief in something without need for proof or evidence. Example sentence for this meaning: Her conviction in justice remained unshaken.,"Precontext: They always believed that honesty was the best policy, no matter what. Last year, they faced a challenge that tested their integrity. Even after everything, the outcome was not what they expected. Ambiguous sentence: Despite their conviction, their life didn't change. Ending: The judge had let them off lightly, meaning they didn't need to serve any jail time. [SEP] Homonym: conviction. Candidate meaning: an unshakable belief in something without need for proof or evidence. Example sentence for this meaning: Her conviction in justice remained unshaken."
1017,3052,train,conviction,(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed,"They always believed that honesty was the best policy, no matter what. Last year, they faced a challenge that tested their integrity. Even after everything, the outcome was not what they expected.","Despite their conviction, their life didn't change.","The judge had let them off lightly, meaning they didn't need to serve any jail time.",Her conviction was upheld on appeal.,"[5, 2, 5, 4, 5]","[false, false, false, false, false]",4.2,1.3038404810405297,True,"Precontext: They always believed that honesty was the best policy, no matter what. Last year, they faced a challenge that tested their integrity. Even after everything, the outcome was not what they expected. Ambiguous sentence: Despite their conviction, their life didn't change. Ending: The judge had let them off lightly, meaning they didn't need to serve any jail time.",Homonym: conviction. Candidate meaning: (criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed. Example sentence for this meaning: Her conviction was upheld on appeal.,"Precontext: They always believed that honesty was the best policy, no matter what. Last year, they faced a challenge that tested their integrity. Even after everything, the outcome was not what they expected. Ambiguous sentence: Despite their conviction, their life didn't change. Ending: The judge had let them off lightly, meaning they didn't need to serve any jail time. [SEP] Homonym: conviction. Candidate meaning: (criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed. Example sentence for this meaning: Her conviction was upheld on appeal."
1018,3053,train,conviction,an unshakable belief in something without need for proof or evidence,"They always believed that honesty was the best policy, no matter what. Last year, they faced a challenge that tested their integrity. Even after everything, the outcome was not what they expected.","Despite their conviction, their life didn't change.",,Her conviction in justice remained unshaken.,"[3, 4, 4, 5, 5]","[false, false, false, false, false]",4.2,0.8366600265340756,False,"Precontext: They always believed that honesty was the best policy, no matter what. Last year, they faced a challenge that tested their integrity. Even after everything, the outcome was not what they expected. Ambiguous sentence: Despite their conviction, their life didn't change. Ending: NO_ENDING",Homonym: conviction. Candidate meaning: an unshakable belief in something without need for proof or evidence. Example sentence for this meaning: Her conviction in justice remained unshaken.,"Precontext: They always believed that honesty was the best policy, no matter what. Last year, they faced a challenge that tested their integrity. Even after everything, the outcome was not what they expected. Ambiguous sentence: Despite their conviction, their life didn't change. Ending: NO_ENDING [SEP] Homonym: conviction. Candidate meaning: an unshakable belief in something without need for proof or evidence. Example sentence for this meaning: Her conviction in justice remained unshaken."
1019,3054,train,conviction,(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed,"They always believed that honesty was the best policy, no matter what. Last year, they faced a challenge that tested their integrity. Even after everything, the outcome was not what they expected.","Despite their conviction, their life didn't change.",,Her conviction was upheld on appeal.,"[1, 1, 1, 3, 2]","[false, false, false, false, false]",1.6,0.8944271909999159,False,"Precontext: They always believed that honesty was the best policy, no matter what. Last year, they faced a challenge that tested their integrity. Even after everything, the outcome was not what they expected. Ambiguous sentence: Despite their conviction, their life didn't change. Ending: NO_ENDING",Homonym: conviction. Candidate meaning: (criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed. Example sentence for this meaning: Her conviction was upheld on appeal.,"Precontext: They always believed that honesty was the best policy, no matter what. Last year, they faced a challenge that tested their integrity. Even after everything, the outcome was not what they expected. Ambiguous sentence: Despite their conviction, their life didn't change. Ending: NO_ENDING [SEP] Homonym: conviction. Candidate meaning: (criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed. Example sentence for this meaning: Her conviction was upheld on appeal."
1020,373,train,bloomers,a flower that blooms in a particular way,"Mary walked into the small, quaint shop with curiosity. She was searching for a special gift. The shelves were filled with an array of colorful items.",The woman in the shop held up some bloomers for consideration.,They would make a beautiful gift if she could find a vase to display them in.,The evening garden featured a night bloomer.,"[3, 1, 5, 5, 5]","[false, false, false, false, false]",3.8,1.7888543819998317,True,"Precontext: Mary walked into the small, quaint shop with curiosity. She was searching for a special gift. The shelves were filled with an array of colorful items. Ambiguous sentence: The woman in the shop held up some bloomers for consideration. Ending: They would make a beautiful gift if she could find a vase to display them in.",Homonym: bloomers. Candidate meaning: a flower that blooms in a particular way. Example sentence for this meaning: The evening garden featured a night bloomer.,"Precontext: Mary walked into the small, quaint shop with curiosity. She was searching for a special gift. The shelves were filled with an array of colorful items. Ambiguous sentence: The woman in the shop held up some bloomers for consideration. Ending: They would make a beautiful gift if she could find a vase to display them in. [SEP] Homonym: bloomers. Candidate meaning: a flower that blooms in a particular way. Example sentence for this meaning: The evening garden featured a night bloomer."
1021,374,train,bloomers,underpants worn by women,"Mary walked into the small, quaint shop with curiosity. She was searching for a special gift. The shelves were filled with an array of colorful items.",The woman in the shop held up some bloomers for consideration.,They would make a beautiful gift if she could find a vase to display them in.,She noticed her bloomers peeking out.,"[2, 1, 1, 2, 1]","[false, false, false, false, false]",1.4,0.5477225575051661,True,"Precontext: Mary walked into the small, quaint shop with curiosity. She was searching for a special gift. The shelves were filled with an array of colorful items. Ambiguous sentence: The woman in the shop held up some bloomers for consideration. Ending: They would make a beautiful gift if she could find a vase to display them in.",Homonym: bloomers. Candidate meaning: underpants worn by women. Example sentence for this meaning: She noticed her bloomers peeking out.,"Precontext: Mary walked into the small, quaint shop with curiosity. She was searching for a special gift. The shelves were filled with an array of colorful items. Ambiguous sentence: The woman in the shop held up some bloomers for consideration. Ending: They would make a beautiful gift if she could find a vase to display them in. [SEP] Homonym: bloomers. Candidate meaning: underpants worn by women. Example sentence for this meaning: She noticed her bloomers peeking out."
1022,375,train,bloomers,a flower that blooms in a particular way,"Mary walked into the small, quaint shop with curiosity. She was searching for a special gift. The shelves were filled with an array of colorful items.",The woman in the shop held up some bloomers for consideration.,Mary forced a polite smile and turned her attention to a display of cookware instead.,The evening garden featured a night bloomer.,"[1, 1, 2, 1, 3]","[false, false, false, false, false]",1.6,0.8944271909999159,True,"Precontext: Mary walked into the small, quaint shop with curiosity. She was searching for a special gift. The shelves were filled with an array of colorful items. Ambiguous sentence: The woman in the shop held up some bloomers for consideration. Ending: Mary forced a polite smile and turned her attention to a display of cookware instead.",Homonym: bloomers. Candidate meaning: a flower that blooms in a particular way. Example sentence for this meaning: The evening garden featured a night bloomer.,"Precontext: Mary walked into the small, quaint shop with curiosity. She was searching for a special gift. The shelves were filled with an array of colorful items. Ambiguous sentence: The woman in the shop held up some bloomers for consideration. Ending: Mary forced a polite smile and turned her attention to a display of cookware instead. [SEP] Homonym: bloomers. Candidate meaning: a flower that blooms in a particular way. Example sentence for this meaning: The evening garden featured a night bloomer."
1023,376,train,bloomers,underpants worn by women,"Mary walked into the small, quaint shop with curiosity. She was searching for a special gift. The shelves were filled with an array of colorful items.",The woman in the shop held up some bloomers for consideration.,Mary forced a polite smile and turned her attention to a display of cookware instead.,She noticed her bloomers peeking out.,"[5, 5, 4, 5, 3]","[false, false, false, false, false]",4.4,0.8944271909999159,True,"Precontext: Mary walked into the small, quaint shop with curiosity. She was searching for a special gift. The shelves were filled with an array of colorful items. Ambiguous sentence: The woman in the shop held up some bloomers for consideration. Ending: Mary forced a polite smile and turned her attention to a display of cookware instead.",Homonym: bloomers. Candidate meaning: underpants worn by women. Example sentence for this meaning: She noticed her bloomers peeking out.,"Precontext: Mary walked into the small, quaint shop with curiosity. She was searching for a special gift. The shelves were filled with an array of colorful items. Ambiguous sentence: The woman in the shop held up some bloomers for consideration. Ending: Mary forced a polite smile and turned her attention to a display of cookware instead. [SEP] Homonym: bloomers. Candidate meaning: underpants worn by women. Example sentence for this meaning: She noticed her bloomers peeking out."
1024,377,train,bloomers,a flower that blooms in a particular way,"Mary walked into the small, quaint shop with curiosity. She was searching for a special gift. The shelves were filled with an array of colorful items.",The woman in the shop held up some bloomers for consideration.,,The evening garden featured a night bloomer.,"[2, 5, 2, 5, 1]","[false, false, false, false, false]",3.0,1.8708286933869707,False,"Precontext: Mary walked into the small, quaint shop with curiosity. She was searching for a special gift. The shelves were filled with an array of colorful items. Ambiguous sentence: The woman in the shop held up some bloomers for consideration. Ending: NO_ENDING",Homonym: bloomers. Candidate meaning: a flower that blooms in a particular way. Example sentence for this meaning: The evening garden featured a night bloomer.,"Precontext: Mary walked into the small, quaint shop with curiosity. She was searching for a special gift. The shelves were filled with an array of colorful items. Ambiguous sentence: The woman in the shop held up some bloomers for consideration. Ending: NO_ENDING [SEP] Homonym: bloomers. Candidate meaning: a flower that blooms in a particular way. Example sentence for this meaning: The evening garden featured a night bloomer."
1025,378,train,bloomers,underpants worn by women,"Mary walked into the small, quaint shop with curiosity. She was searching for a special gift. The shelves were filled with an array of colorful items.",The woman in the shop held up some bloomers for consideration.,,She noticed her bloomers peeking out.,"[4, 4, 5, 4, 5]","[false, false, false, false, false]",4.4,0.5477225575051661,False,"Precontext: Mary walked into the small, quaint shop with curiosity. She was searching for a special gift. The shelves were filled with an array of colorful items. Ambiguous sentence: The woman in the shop held up some bloomers for consideration. Ending: NO_ENDING",Homonym: bloomers. Candidate meaning: underpants worn by women. Example sentence for this meaning: She noticed her bloomers peeking out.,"Precontext: Mary walked into the small, quaint shop with curiosity. She was searching for a special gift. The shelves were filled with an array of colorful items. Ambiguous sentence: The woman in the shop held up some bloomers for consideration. Ending: NO_ENDING [SEP] Homonym: bloomers. Candidate meaning: underpants worn by women. Example sentence for this meaning: She noticed her bloomers peeking out."
1026,133,train,dressing,savory dressings for salads; basically of two kinds: either the thin French or vinaigrette type or the creamy mayonnaise type,"Molly always found Sunday mornings to be a bit overwhelming. There was so much to prepare before noon arrived. With every passing minute, the pressure seemed to grow.",She really hates dressing!,"Eventually, she settled down and decided that her salad would be plain with no condiments.",I prefer vinaigrette dressing on my salad.,"[5, 4, 4, 4, 5]","[false, false, false, false, false]",4.4,0.5477225575051661,True,"Precontext: Molly always found Sunday mornings to be a bit overwhelming. There was so much to prepare before noon arrived. With every passing minute, the pressure seemed to grow. Ambiguous sentence: She really hates dressing! Ending: Eventually, she settled down and decided that her salad would be plain with no condiments.",Homonym: dressing. Candidate meaning: savory dressings for salads; basically of two kinds: either the thin French or vinaigrette type or the creamy mayonnaise type. Example sentence for this meaning: I prefer vinaigrette dressing on my salad.,"Precontext: Molly always found Sunday mornings to be a bit overwhelming. There was so much to prepare before noon arrived. With every passing minute, the pressure seemed to grow. Ambiguous sentence: She really hates dressing! Ending: Eventually, she settled down and decided that her salad would be plain with no condiments. [SEP] Homonym: dressing. Candidate meaning: savory dressings for salads; basically of two kinds: either the thin French or vinaigrette type or the creamy mayonnaise type. Example sentence for this meaning: I prefer vinaigrette dressing on my salad."
1027,134,train,dressing,the activity of getting dressed; putting on clothes,"Molly always found Sunday mornings to be a bit overwhelming. There was so much to prepare before noon arrived. With every passing minute, the pressure seemed to grow.",She really hates dressing!,"Eventually, she settled down and decided that her salad would be plain with no condiments.",She enjoys dressing in colorful outfits.,"[1, 2, 3, 3, 2]","[false, false, false, false, false]",2.2,0.8366600265340756,True,"Precontext: Molly always found Sunday mornings to be a bit overwhelming. There was so much to prepare before noon arrived. With every passing minute, the pressure seemed to grow. Ambiguous sentence: She really hates dressing! Ending: Eventually, she settled down and decided that her salad would be plain with no condiments.",Homonym: dressing. Candidate meaning: the activity of getting dressed; putting on clothes. Example sentence for this meaning: She enjoys dressing in colorful outfits.,"Precontext: Molly always found Sunday mornings to be a bit overwhelming. There was so much to prepare before noon arrived. With every passing minute, the pressure seemed to grow. Ambiguous sentence: She really hates dressing! Ending: Eventually, she settled down and decided that her salad would be plain with no condiments. [SEP] Homonym: dressing. Candidate meaning: the activity of getting dressed; putting on clothes. Example sentence for this meaning: She enjoys dressing in colorful outfits."
1028,135,train,dressing,savory dressings for salads; basically of two kinds: either the thin French or vinaigrette type or the creamy mayonnaise type,"Molly always found Sunday mornings to be a bit overwhelming. There was so much to prepare before noon arrived. With every passing minute, the pressure seemed to grow.",She really hates dressing!,"Molly went ahead and chose a familiar outfit: something simple, something quick.",I prefer vinaigrette dressing on my salad.,"[5, 1, 1, 1, 1]","[false, false, false, false, false]",1.8,1.7888543819998317,True,"Precontext: Molly always found Sunday mornings to be a bit overwhelming. There was so much to prepare before noon arrived. With every passing minute, the pressure seemed to grow. Ambiguous sentence: She really hates dressing! Ending: Molly went ahead and chose a familiar outfit: something simple, something quick.",Homonym: dressing. Candidate meaning: savory dressings for salads; basically of two kinds: either the thin French or vinaigrette type or the creamy mayonnaise type. Example sentence for this meaning: I prefer vinaigrette dressing on my salad.,"Precontext: Molly always found Sunday mornings to be a bit overwhelming. There was so much to prepare before noon arrived. With every passing minute, the pressure seemed to grow. Ambiguous sentence: She really hates dressing! Ending: Molly went ahead and chose a familiar outfit: something simple, something quick. [SEP] Homonym: dressing. Candidate meaning: savory dressings for salads; basically of two kinds: either the thin French or vinaigrette type or the creamy mayonnaise type. Example sentence for this meaning: I prefer vinaigrette dressing on my salad."
1029,136,train,dressing,the activity of getting dressed; putting on clothes,"Molly always found Sunday mornings to be a bit overwhelming. There was so much to prepare before noon arrived. With every passing minute, the pressure seemed to grow.",She really hates dressing!,"Molly went ahead and chose a familiar outfit: something simple, something quick.",She enjoys dressing in colorful outfits.,"[5, 4, 4, 5, 5]","[false, false, false, false, false]",4.6,0.5477225575051661,True,"Precontext: Molly always found Sunday mornings to be a bit overwhelming. There was so much to prepare before noon arrived. With every passing minute, the pressure seemed to grow. Ambiguous sentence: She really hates dressing! Ending: Molly went ahead and chose a familiar outfit: something simple, something quick.",Homonym: dressing. Candidate meaning: the activity of getting dressed; putting on clothes. Example sentence for this meaning: She enjoys dressing in colorful outfits.,"Precontext: Molly always found Sunday mornings to be a bit overwhelming. There was so much to prepare before noon arrived. With every passing minute, the pressure seemed to grow. Ambiguous sentence: She really hates dressing! Ending: Molly went ahead and chose a familiar outfit: something simple, something quick. [SEP] Homonym: dressing. Candidate meaning: the activity of getting dressed; putting on clothes. Example sentence for this meaning: She enjoys dressing in colorful outfits."
1030,137,train,dressing,savory dressings for salads; basically of two kinds: either the thin French or vinaigrette type or the creamy mayonnaise type,"Molly always found Sunday mornings to be a bit overwhelming. There was so much to prepare before noon arrived. With every passing minute, the pressure seemed to grow.",She really hates dressing!,,I prefer vinaigrette dressing on my salad.,"[3, 1, 2, 2, 3]","[false, false, false, false, false]",2.2,0.8366600265340756,False,"Precontext: Molly always found Sunday mornings to be a bit overwhelming. There was so much to prepare before noon arrived. With every passing minute, the pressure seemed to grow. Ambiguous sentence: She really hates dressing! Ending: NO_ENDING",Homonym: dressing. Candidate meaning: savory dressings for salads; basically of two kinds: either the thin French or vinaigrette type or the creamy mayonnaise type. Example sentence for this meaning: I prefer vinaigrette dressing on my salad.,"Precontext: Molly always found Sunday mornings to be a bit overwhelming. There was so much to prepare before noon arrived. With every passing minute, the pressure seemed to grow. Ambiguous sentence: She really hates dressing! Ending: NO_ENDING [SEP] Homonym: dressing. Candidate meaning: savory dressings for salads; basically of two kinds: either the thin French or vinaigrette type or the creamy mayonnaise type. Example sentence for this meaning: I prefer vinaigrette dressing on my salad."
